X,Y,CoolPlot
84.0462203,6.362777116,36244177.86
32.91728217,12.08613538,39627033.26
86.60990035,5.782170357,36260155.85
36.66325768,32.13967288,39633256.71
64.43835609,31.47533891,33587572.82
3.697287191,64.5778613,40992449.09
14.66620909,19.68679919,40049798.07
48.32639264,78.47626416,54498948.84
14.12840368,82.32027859,47649426.16
0.68158248,45.72492689,40065144.98
85.00191743,10.42414408,33694122.35
3.583765936,81.34890514,41925533.53
70.40631299,90.59774205,60736375.46
39.13915223,33.39127463,39455156.02
75.40853014,48.34358783,27789903.39
23.69948183,44.93643508,41552319.51
24.28173951,24.05299095,39993542.47
69.2561155,61.90034349,35864108.56
80.57091999,35.59910886,25015166.41
61.37827753,8.052897515,38169982.08
60.72472953,48.5630174,36080438.85
37.32926601,41.50349375,40509820.13
1.200999051,96.10675188,41065949.27
14.69328563,76.9272916,46444958.78
78.29820599,38.47923802,25990351.47
56.43060583,10.72486903,38142371.57
11.90978438,34.47058446,40429577.22
27.57459084,84.49701269,54863784.07
85.614776,74.54611663,28685763.5
1.741622774,70.88698232,40619999.48
57.74030792,40.07922273,36002013.29
43.57932163,44.30880134,40123798.07
68.52473756,32.23884086,31922662.28
41.4253797,15.07302705,39070343.37
93.69737074,54.96707698,10345680.67
76.84718738,46.71124862,26633842.32
71.15070622,13.97209704,35161393.4
61.47036241,20.79689692,35722376.87
15.51402426,96.39554462,53536237.22
34.21203621,97.19357521,67519697.82
85.54450646,26.66391897,24929984.17
99.9998019,0.2064724,39793529.71
36.10518488,28.34622964,39488199.66
21.14330204,8.547781598,39932412.19
12.94347363,72.8585995,44848036.93
57.8759804,75.32908065,50135713.76
1.077754325,37.25422191,40055677.87
47.75307466,5.580897119,39400574.37
97.444286,38.00027946,10186509.47
77.86930654,5.773597197,37288863.97
97.54642745,52.87956644,5341674.436
76.19297109,61.61350475,30568037.26
9.288429235,42.46272412,40677129.7
94.25198588,44.61928956,11013655.2
45.23777469,28.92557204,38416984.68
37.41998985,59.01934814,44600374.03
60.10705478,0.127102707,39972398.72
53.06977424,16.71981773,37749011.2
37.24256858,0.174602604,39990980.97
91.18801711,75.8808661,22304616.16
17.84582219,37.6776146,40740386.12
55.99600688,30.41879629,36235213.03
6.771107131,61.84038496,41582115.24
17.86340588,8.208789861,39963088.98
7.965468543,19.03365421,40045306.4
38.9892744,10.48316758,39423580.14
71.36085909,35.47511151,30294378.81
33.24137085,91.28713331,61934502.38
74.39655647,83.41947434,48837275.69
99.46315572,36.88420153,8697599.327
84.63954843,1.998405218,38788951.89
37.95722954,24.3402223,39216261.83
38.65984099,43.37383633,40648439.15
75.78202459,17.82431292,32671830.86
71.91378969,49.51514052,30315121.25
84.50115933,46.07593808,20464693
28.99886434,87.18970692,57094809.48
8.341491457,69.34582419,42741415.22
44.93567891,58.04563034,43521440.31
44.88491769,46.30714711,40269572.24
18.40835037,0.972507522,39993950.44
30.18076079,70.81492349,48770999.87
53.86329261,28.01925335,36806248.03
66.68316698,15.02562082,35770868.57
32.46224765,6.922916346,39773947.22
53.44878593,1.905154019,39709469.66
80.14733685,35.66128688,25275150.89
82.02319936,93.67478764,55729370.35
54.55509412,50.5120307,38829402.64
87.22274038,17.64187005,28772239.23
60.83753974,36.61736394,34741768.44
26.00695964,37.49245883,40711136.76
21.71279407,83.52951488,51799184.81
58.61194512,41.13572511,35797037.11
47.54524342,11.233098,38860076.1
21.29267648,6.993837258,39939768.18
93.57093865,49.97714727,10735945.55
67.75227158,75.60984616,45770655.32
55.42304826,51.936361,38922505.57
61.65897785,14.61262372,36766943
89.75475425,89.42096406,39519990.83
88.63099451,34.70856872,19540540.56
60.72666491,66.61417772,43032813.37
81.5518481,83.82775468,42573108.01
22.37544251,55.94231837,43290662.02
49.05991949,89.92560468,65057546.93
34.89532058,69.40938394,48719375.31
19.0421541,52.00543883,42319234.65
17.15956446,2.325733861,39988464.76
65.86361645,90.97001924,63592152.25
53.94213784,69.96708826,47494148.49
43.64195437,94.97556564,69494159.32
55.25064647,56.78730816,40540172.02
49.74989678,1.308689125,39838967.91
71.10965878,36.30457987,30348507.28
15.14159935,58.54221835,42834712.17
15.97463004,94.61256467,53143667.5
29.45140415,98.08105806,65282714.52
19.73019971,64.95921469,44909287.96
36.62788198,3.825212549,39814079.06
80.0225372,63.87576531,28123463.32
5.050048928,88.35984942,43472478.35
6.587217002,30.93941225,40186248.04
74.68444649,28.26423587,29912226.69
42.84098139,58.25401671,43888688.26
11.08369232,11.49406069,40001180.35
62.69916864,48.64340727,35226890.36
60.42309634,19.91923254,36083334.8
20.98102308,86.44753342,52756108.35
72.35463479,47.27697118,29737598.38
28.95898355,93.26989607,61231628.66
84.39907743,12.93077522,32408601.45
79.15333617,4.940493284,37559477.95
72.73564103,82.73522374,49355534.56
41.23177918,38.62844949,39668869.59
59.09737468,28.77993483,35468653.52
56.85471578,40.00410618,36287847.04
7.342779259,71.5227203,42658219.68
97.66340101,79.26217321,14797986.77
8.240858362,25.48282666,40122107.38
55.34447638,73.9971114,49880238.54
3.426998209,82.06209397,41890530.1
35.90115022,8.338450899,39634971.57
0.638436279,30.91302329,40018851.97
18.86265371,15.0902016,39963541.58
42.97117824,28.33352408,38729228.37
33.03859477,98.78400136,68285473.74
43.83422401,14.11056384,38934694.04
7.376058432,61.06950045,41655446.83
2.497987382,50.36509234,40318353.4
52.52557415,9.505765999,38667590.99
6.55595864,23.8912185,40082670.75
53.56272916,95.92434508,72536265.28
8.391683996,69.29810759,42751677.62
87.1364971,35.91881494,20273847.62
65.26017909,11.8994606,36802670.49
57.01613133,57.3757171,40134562.31
15.65902923,13.89080398,39988634.6
87.73487084,52.92430429,17264392.84
29.41182362,70.80177445,48637492.05
30.60859496,78.84579347,52741987.61
91.50438771,59.09550171,13607222.32
71.89761186,90.19030443,59226604.51
16.49547367,50.40508771,41886217.52
64.57043868,30.69743045,33603594.62
96.98017282,92.59928633,32541630.87
79.61781503,83.56285727,44282958.95
38.22567639,21.73020712,39178484.94
67.17344498,79.94450526,50089714.11
12.5731704,98.63564135,51869479.8
67.10061115,5.747728818,38276237.71
75.27960049,69.3840964,35545307.34
13.68902064,25.12531611,40152672.72
35.02887534,69.06163589,48569813.58
45.18394034,0.308812831,39971514.27
13.55443692,94.9845313,51379023.43
99.51301158,74.19639771,7529299.995
80.02080369,51.78036795,24577360.56
74.13314338,17.76207622,33178885.79
54.11493896,51.04894392,39109278.38
76.65619963,92.34981755,58776237.43
20.24728784,57.21205014,43316775.42
51.13869001,60.73699987,43335288.66
44.43174088,66.81849899,47394047.02
68.81219437,43.75349499,31507359.93
73.49900712,74.48368829,40797717.67
65.32877909,37.92576439,32989541.88
93.44255125,43.77155404,12123497.12
69.85248867,90.58787555,61051242.8
43.38449333,47.4646129,40763304.85
61.53450987,37.47963008,34506938.62
92.27676864,79.73662596,24128609.51
1.457375935,79.75256849,40739027.47
28.57798533,60.51298043,44920176.4
40.53156459,20.21035625,38988873.75
32.42887567,43.78179179,41228424.92
60.33245692,52.27731211,37139027.51
25.43825609,54.08247813,43133728.24
54.76996603,69.23930409,46804527.61
51.32990896,75.40719122,51811212.64
15.19567557,1.565202473,39994566.27
8.32882675,23.45432967,40093910.4
72.21802087,7.738709761,37118692.84
18.59058486,53.05699661,42435753.43
98.36459526,35.86472183,10404015.27
16.33778724,2.953073586,39987542.58
83.1928406,35.69384303,23231395.58
31.5608094,85.90242182,57305653.52
55.35286857,65.17016398,44268259.9
50.62486028,10.4553437,38701328.72
78.24303799,68.84920882,32556501.61
13.49687404,88.24093395,49056540.86
71.70892978,14.48639031,34876293.58
31.01066948,11.50358212,39704150.25
53.0195839,22.61005068,37242981.97
4.616491016,50.07892657,40574871.33
96.01711025,6.386378256,34371729.48
1.012773998,59.99063137,40218594.41
55.18495403,63.55883644,43487662
28.63914944,10.39826518,39787945.28
4.768122912,46.44952148,40472814.26
29.52442082,96.55510051,64092106.9
86.73473676,86.21926722,39333299.13
18.73050452,56.63958544,43031180.72
97.56481921,51.64454977,5476226.304
94.58383415,88.86099617,31176416.08
46.20165463,36.3644692,38635393.18
33.42548891,6.105152729,39779608.82
47.20921918,80.38501788,56064025.2
35.73561424,22.79185529,39382977.37
15.45276097,53.96890597,42229911.11
98.90134974,85.52538281,19133658.84
41.913512,41.78103043,39980582.84
47.57564351,66.54961332,46855990.08
93.65329254,33.02090591,16247744.17
24.05219422,84.94620062,53561049.84
0.183505495,88.45880851,40127019.52
86.13461724,26.70073104,24576597.86
46.59324392,98.41113215,74453075.43
24.109466,35.77422807,40602479.58
73.77405151,62.71441817,33015943.8
34.02575888,24.12411892,39527376.6
19.02912145,3.771540806,39975032.75
45.28150615,20.80561827,38476098.84
67.80711468,14.95986733,35563070.81
88.09307684,35.87009665,19543625.61
76.12751402,92.55192798,59519970.46
26.65169408,36.69211618,40621947.51
56.29837935,45.19926306,37133370.25
15.85962344,13.25296682,39984049.63
49.21003461,14.1880331,38449781.74
35.7597737,48.56697286,41875665.13
69.7683273,91.52189203,62403804.15
68.68692463,3.493761423,38870749.28
68.12921517,80.82852882,50416969.58
82.56006244,34.96552343,23852711.82
87.98778891,18.95008376,27690187.86
33.62895314,37.26106765,40322636.34
67.19560774,20.39566384,34381959.12
88.55922171,23.62305967,24760145.43
14.7731322,83.55479605,48348213.24
35.01189097,57.18220053,44092147.49
88.57006624,59.06739182,17212708.4
87.06560125,83.28351573,35328279.14
59.87185158,50.37691365,36842669.03
65.52981007,73.34993004,45220245.46
89.90046142,26.71045162,22305806.58
66.08251405,90.72893886,63172030.8
75.14221224,85.23505641,50367131.58
51.44693492,5.492336929,39260637.27
2.725094485,9.745330586,40002324.94
59.8574224,67.10965005,43698839.78
6.693844757,66.92914599,41986805.99
24.71844625,40.8684641,41070039.14
4.423437634,78.13113867,42102994.23
28.70241085,41.98918838,41131991.92
11.64239637,39.16773456,40637754.91
78.93060662,69.63806582,32411536.32
85.93211182,37.77235583,20662549.29
32.41548713,40.90390493,40825207.04
79.27102126,81.09790845,41883458.56
55.53707361,19.45911988,37075933.11
28.08520199,39.92516587,40902921.06
74.12058345,83.54761293,49204322.78
9.498873818,10.49438971,40001984.09
61.93844476,34.18508885,34351381.53
25.38288295,71.76683819,48208694.58
82.04544405,14.89713914,32043776.29
56.39601236,45.36063264,37127384.09
27.44779384,68.1293542,47270987.28
20.27022549,53.28364672,42622699.87
35.75821936,29.71605512,39579631.41
94.23398523,38.14610129,13309947.27
55.26876019,77.69414216,52803783.85
44.06295922,41.0181141,39531782.64
14.26651912,67.24572562,44142962.57
84.19885129,76.84155171,32334233.58
55.07994761,6.294732808,38961878.26
54.95797537,68.62020064,46367162.46
69.16124045,58.30434758,34419639.96
57.88484347,58.20105235,40123665.69
68.58248849,55.22505893,33736465.98
87.81298724,36.97210757,19402774.25
92.80795708,50.75878913,11561431.58
51.00924192,97.27492991,74041102.44
11.60313188,10.53066096,39997099.5
49.62629317,43.08299246,38703006.46
83.36671393,43.40508094,21668452.87
61.48009095,20.48751911,35767750.02
16.20471272,0.884060861,39996249.31
8.506381779,47.09558066,40859569.33
16.60145595,78.28343612,47606264.66
54.20247365,36.02850304,36797635.19
56.23055018,94.15111598,70190305.37
67.00581142,6.532410379,38053459.48
68.52011949,95.00571969,68194478.72
56.17057552,85.10055541,59536322.77
92.16303103,57.51538438,12510066.18
98.11094967,8.911898079,31653115
96.65993357,61.97369639,7038547.29
58.58330883,61.8576682,41429117.89
28.77927697,81.71612663,53755929.98
8.914043963,87.44683519,45898894.86
32.00306814,12.90416252,39645801.92
71.47102332,22.36747758,32633843.77
8.18190582,86.68750641,45282479.7
0.726791321,22.57372807,40008351.59
34.651522,52.47696606,42824174.77
65.94329471,99.81462686,76954846.24
30.48436002,60.87788905,45153289.95
77.62292764,55.50165377,27312842.53
92.00327998,56.40932072,12584179.06
35.69473916,98.28833953,69422942.06
62.90525015,58.36445099,37978285.16
14.95883571,76.12008406,46342949.65
65.39233224,47.98649483,33807404.15
63.78506634,12.84992491,36800631.76
13.17596159,70.85980174,44525854.28
52.05151584,60.27050116,42896151.54
50.17749516,89.98408503,65191767.66
2.261867785,61.15119465,40516520.4
4.205329323,77.72441996,41968789.36
52.99190853,3.654581856,39458752.53
58.8803605,74.72811205,49316571.55
26.14441676,12.2504869,39829143.7
93.33071207,11.52220193,30775580.41
41.26453631,11.68350536,39244884.58
35.95818203,25.52190452,39411168.69
62.04669318,8.763840352,37948372.87
60.42638267,85.98741794,59445627.33
76.94333882,9.514991702,35731956.86
19.65935762,59.90573478,43771265.31
24.09883071,86.57198826,54424472.61
46.81269942,21.0987465,38275226.14
91.01088462,33.73693673,18062402.09
43.25900122,46.61245661,40607704.99
6.21486404,63.77051116,41596418.55
75.36290051,19.96653734,32053632.52
23.71093483,34.44633769,40509934.16
63.58937016,51.80797542,35521076.23
99.86381006,17.876826,22766645.05
7.077168865,70.06472152,42409372.62
7.030157622,20.81870907,40056201.13
9.943681247,12.82404294,40008362.55
34.04961834,72.62791876,50177284.58
57.21178129,5.453064137,38988109.42
52.5026085,12.4418732,38300473.96
55.25174717,28.45372014,36473517.63
4.362877707,70.0946935,41496727.28
7.188028323,78.41334623,43436488.56
32.32460372,81.10259021,54504708.04
49.00393479,10.85343393,38785448.36
97.48869831,89.22153083,26573933.63
40.05889526,65.08706272,46861440.09
86.46040624,74.64654338,27716187.65
23.48333277,20.57103108,39938021.5
86.74564905,86.62945071,39848609.05
43.03652219,34.63476042,39027297.13
67.74153385,69.06316762,40845889.57
47.72963713,43.57877088,39211661.71
73.46271847,35.67648218,29191549.83
5.590261104,22.85998734,40062788.43
88.50746015,34.18688939,19833601.16
32.62143998,76.63323535,52020690.21
51.45771278,45.15214383,38584615.06
32.79716885,1.762322564,39938007.56
49.90006662,82.47257953,57744355.07
49.9012432,81.87784193,57216961.49
12.58823156,37.29636871,40578679.07
24.90427244,47.47571377,41931626.48
33.87425042,93.69738771,64222585.29
8.542782215,73.21230923,43306723.89
32.35359664,95.58938846,65021404.87
40.67982547,49.65942691,41638756.16
16.06981396,31.31546217,40363545.68
17.39141168,86.39287819,50759763.3
65.3404169,95.41299195,70138402.2
40.12000235,60.58488832,45009393.56
31.33076082,51.48268751,42691842.18
62.61984173,45.33638943,34702913
4.826584914,76.09247363,42117942.57
45.64533259,29.03373759,38355970.68
28.08848616,33.53366221,40316051.66
4.92603176,44.39000527,40425570.37
86.62713921,28.33781113,23549663.77
39.67930259,33.84627145,39424019.76
38.62245182,77.29633356,53383519.04
16.30369955,94.08123114,53169009.18
29.91585474,33.50224363,40227953.31
49.97262516,84.94662859,60030767.5
27.59099564,74.60666558,49890735.52
18.92053721,52.89736524,42442210.27
9.163027611,79.14215914,44481275.57
41.21617372,29.06824601,38977065.65
85.88604206,23.10292551,26422651.17
30.67516508,46.766599,41787691.93
1.930305093,33.58040245,40072852.8
10.73396242,35.86679946,40450907.26
61.85194362,87.61563706,60868445.64
90.06295773,95.65893472,48953869.61
33.91352141,96.52132165,66731185.02
23.43605947,40.47418097,41032891.78
82.02219906,76.59044559,34587675.07
73.4762906,1.000224827,39603303.09
38.65508654,6.846579298,39616954.05
89.99258143,35.01171749,18345077.5
37.79763026,10.27730026,39486055.86
61.18422454,89.56870841,63449983.62
90.35384829,1.424159286,38949755.01
2.711506412,50.57957636,40349853.55
51.51956464,71.10048197,48795068.77
60.71036221,1.465070881,39672362.11
84.65949325,61.36208763,22327402.02
69.62303372,1.898301354,39359821.61
12.50473561,20.30269049,40064950.27
8.336524684,1.25928595,39999287.06
78.42918882,47.59753741,25494869.21
40.76890404,11.77653668,39268582.51
81.62776031,26.97741234,26929818.68
12.26457495,45.02930391,41036722.54
0.12341275,36.36744241,40005935.99
9.487324207,47.24139852,40959916.2
50.72859784,18.6208304,37896682.2
42.418957,53.06887998,42289256.37
80.2048668,68.85499242,30656966.24
29.88732295,58.49835966,44421261.68
57.27366443,4.951252686,39076743.99
13.99277863,48.26246603,41440786.26
34.04083796,40.15357421,40619913.8
86.75691201,29.36020185,23023570.45
31.86483114,79.66532445,53533360.08
7.692781465,25.95138431,40122636.92
24.61989699,95.20143883,59822345.51
71.28312823,46.64531937,30339146.77
86.35298511,54.00064275,18825866.02
97.11701024,92.71331524,32473029.06
75.27965956,28.32106339,29627938.25
59.44143102,50.44397553,37035453.35
59.62131579,3.02702722,39360117.73
38.43296524,31.86641447,39434638.94
34.22873703,45.90118856,41469506.88
21.18837671,16.27353089,39936513.81
15.5303103,21.41788468,40072357.96
60.65738757,69.63201017,44938759.82
7.213232397,89.57544848,45150762.32
85.86575869,56.77038212,19770022.88
54.14302999,73.44044611,49789746.7
27.79718372,84.78212901,55119027.06
98.29141143,83.51461261,17947051.05
53.97045743,22.85446432,37051419.84
60.56594643,38.6168342,34908351.5
10.29922074,96.94963038,49279269.6
68.7469322,1.239737041,39597330.91
55.6519885,66.13454463,44698676.21
52.6626633,18.77199658,37606671.13
72.92406971,71.36667098,38830488.18
96.55896595,66.19851463,8414334.425
38.97980898,88.70538512,61953817.87
96.67404406,43.70058656,8584491.143
78.70698431,69.68821215,32659259.8
76.77429934,88.01013988,52510375.3
50.6136504,15.64706405,38165110.69
77.07399893,78.41456034,41259765.64
49.48024823,84.93767539,60030723.79
91.11164701,12.04913666,31046041.86
65.76558856,93.62368412,67339775.91
19.59745706,4.349022248,39968878.66
29.77484069,89.69436298,59117843.73
33.30419885,96.4095531,66282779.47
72.90667182,90.4956569,58962431.82
12.17424731,95.46284161,50418949.99
14.31746998,92.16243432,50937508.28
25.73730579,67.86459097,46887386.27
85.97588684,64.26606729,21977882.12
85.65040456,86.34951709,40889333.53
54.40994916,30.81848176,36628454.63
70.19233411,31.60495692,31285823.18
78.13342055,38.07413789,26151444.99
50.94132798,63.14790215,44479892.92
27.94580745,49.27281755,42267650.39
89.50592478,21.30546127,25588325.7
70.2866251,50.14523621,31450648.26
32.7453918,90.16245184,60835141.53
44.41452302,17.41860826,38708609.04
78.43336479,83.26441507,45101594.04
70.79804567,11.36285217,36071583.89
23.44353842,15.91997879,39889469.3
90.70810429,83.40760822,30382945.12
77.72154561,79.85808643,42089640.63
65.69656825,64.59459047,39390706.4
42.21435917,94.53438998,68552318.57
44.54667715,54.5290989,42402409.48
25.6675307,2.187313765,39963280.39
2.79925316,2.41691658,39999986.51
55.65485161,75.04287405,50583127.58
51.06535678,57.98574954,42234644.61
27.13535378,2.292986101,39954512.12
63.06281772,65.86276788,41499349.1
56.36373949,4.659443519,39171380.14
97.37266405,87.31726093,24210083.01
55.29539657,20.11465472,37049227.09
76.38046965,56.86889406,28706863.13
6.506738324,36.88868471,40316457.97
93.97560288,25.68433619,20275890.18
18.85754593,74.40765513,47269546.86
65.50861117,81.491446,52542431.31
62.49338787,56.95057374,37643721.14
62.40502279,23.07470153,35158875.57
73.12144513,72.14288404,39250131.36
98.04730103,12.61456689,28306883.16
92.12505226,32.77351209,17618449.42
97.85098775,15.64550414,25716389.39
3.842656246,49.65001648,40467498.79
99.51802065,33.23286601,10897973.6
36.94649968,16.05341178,39343222.27
48.04545858,81.66851758,57113191.5
77.41161282,57.22541801,27960344.09
80.33040827,47.54562039,23987762.94
60.44736826,14.62126718,36959578.18
65.84836123,79.03449737,49942514.39
21.77164487,58.27301457,43706809.35
47.865227,68.11547535,47657411.79
9.068636563,99.01534832,48729535.92
75.16318587,11.11687873,35382652.05
8.808275703,39.08410621,40499175.87
22.43359992,7.734795392,39923054.71
49.88602287,88.02938121,63101396.53
22.91647188,6.370227378,39929258.78
70.58080152,7.990890926,37226346.36
30.98531583,14.34023192,39664771.33
12.19192816,15.06140265,40014360.18
55.16470508,36.53329266,36556851.54
94.58425924,8.5300182,32840875.65
74.54915709,8.490144793,36528048.9
4.215621176,25.28204102,40066229.59
73.13757699,87.70266319,55026613.7
54.53330655,13.04084245,38006036.1
4.414546852,65.31985358,41224710.78
51.21113294,4.337910506,39421575.92
17.1313648,41.34194425,41002641.59
22.45387191,24.22777947,40045048.68
40.22622234,69.40627552,48931684.58
13.65098481,11.50522029,39991522.14
88.42020944,94.33763305,49020802.97
3.350635756,45.2902009,40309568.26
27.7420269,28.24768876,40022186.54
32.94248758,94.93099946,64788837.65
35.44109234,44.83072162,41197551.92
6.458204288,40.26112077,40410627.82
89.59822396,45.37183044,15733639.22
25.97285687,36.36036565,40611475.34
78.69778202,40.0717619,25532750.15
95.87795563,58.43353778,7628240.639
72.54130722,91.31924557,60383089.76
15.98191165,30.95028222,40347487.13
38.98092173,70.5837739,49526950.21
54.06649814,66.41482489,45342211.95
37.52525892,37.55305145,40002940.43
34.05952331,48.92913957,42056480.86
40.33273713,68.10565211,48272663.78
8.744648908,91.40733806,46617478.49
31.66098668,71.18625094,49161951.32
78.15397085,31.48224188,27410032.34
70.25187245,81.72521654,50011107.48
64.41599965,82.85409823,54492337.98
42.81632306,96.6557513,71075975.39
88.30416596,84.72139113,35362285.16
21.30866259,76.63638689,48849454.72
74.50881153,67.52173628,35007381.06
5.152628893,84.80124468,43130611.62
45.82355452,19.69596073,38454973.14
28.08080568,53.11614933,43032001.75
46.7275844,27.7016845,38166974.66
25.60516441,40.42024486,41012375.5
51.64745062,14.05533805,38207039.51
29.72156546,83.76106075,55267028.31
1.536790094,42.80920621,40120410.97
64.39831976,37.01004741,33380386.92
65.62203505,5.596811708,38429929.65
66.6287091,14.87432884,35819582.21
44.21263447,35.96185491,38948232.7
32.88437534,27.52733167,39707045.61
50.32806178,73.25672591,50447237.76
13.35685916,0.463544072,39998896.73
20.30827962,89.40739683,53765366.18
83.48911155,99.93300379,65164893.74
60.62548728,7.270735569,38403193.43
30.80951577,15.84466571,39659175.43
19.62095273,58.29037221,43445761.09
52.98656129,16.36010252,37798228.43
43.11426115,17.92600849,38811719.34
81.34489269,69.90412283,30160321.99
56.47639977,84.80416165,59168090.19
11.07836265,94.63190186,49259662.47
63.59492037,49.5057108,34983169.99
